Latitude,Longitude
[25.71401757],[-80.30540956]
[25.50108383],[-80.38089286]
[25.51006959],[-80.40813908]
[25.76711276],[-80.41699261]
[25.85459853],[-80.38637544]
[25.62209162],[-80.32074575]
[25.68392482],[-80.30557766]
[26.23181533],[-80.19864658]
[25.79003241],[-80.37208062]
[25.68744512],[-80.46644247]
[25.56025256],[-80.49071424]
[25.95982046],[-80.28003095]
[25.43604545],[-80.52553732]
[25.77046143],[-80.20283136]
[25.82167794],[-80.23254096]
[25.98664474],[-80.38127798]
[25.57983391],[-80.5077905]
[25.50919576],[-80.36793857]
[25.97716355],[-80.33701833]
[25.95383503],[-80.26305752]
[25.53863702],[-80.35923768]
[25.72026261],[-80.30248526]
[25.8423769],[-80.23043975]
[25.47420348],[-80.54424611]
[25.79816588],[-80.36068546]
[25.80441472],[-80.2326131]
[25.47467333],[-80.41883082]
[25.86565561],[-80.32241309]
[25.56092612],[-80.45160615]
[25.60495753],[-80.35187817]
[25.85887434],[-80.36453767]
[25.78432855],[-80.31230251]
[25.71224746],[-80.26287727]
[25.57083973],[-80.40530081]
[25.90334108],[-80.3467783]
[25.62967447],[-80.35026119]
[25.90682385],[-80.3428739]
[25.98391639],[-80.37184411]
[26.03684911],[-80.38180149]
[25.84746226],[-80.31512877]
[25.60952435],[-80.40486555]
[25.98516119],[-80.35920086]
[25.67455507],[-80.28880624]
[26.09338156],[-80.31111298]
[25.91794507],[-80.31254045]
[25.7800211],[-80.37144782]
[25.92709903],[-80.23989308]
[25.93644118],[-80.21187602]
[25.62040147],[-80.37851274]
[25.6818932],[-80.3338247]
[25.70166805],[-80.36172984]
[25.78826242],[-80.32210847]
[25.73998666],[-80.37497908]
[25.69018459],[-80.38200235]
[25.88382013],[-80.37502031]
[25.71301632],[-80.40489392]
[26.02742079],[-80.30184879]
[25.84657041],[-80.23842075]
[25.57441371],[-80.38354196]
[25.84365311],[-80.33619171]
[25.7117125],[-80.29111334]
[25.78000447],[-80.2332267]
[25.98528679],[-80.31604794]
[25.64906189],[-80.38447157]
[25.98940212],[-80.39657798]
[26.06453035],[-80.35171665]
[25.61562021],[-80.38742748]
[25.78695837],[-80.39524681]
[25.86663175],[-80.28604621]
[25.76924456],[-80.32843948]
[26.24910416],[-80.17893973]
[25.82401948],[-80.34369148]
[25.69693545],[-80.3317255]
[25.62998525],[-80.45602464]
[25.85044359],[-80.34772263]
[25.78571824],[-80.35760463]
[25.83603879],[-80.24316087]
[25.79173694],[-80.21958911]
[26.00999347],[-80.34314223]
[25.51916664],[-80.45054442]
[25.97631432],[-80.12887456]
[25.55870645],[-80.45349567]
[26.01223926],[-80.30698525]
[25.76582528],[-80.27078823]
[25.76336471],[-80.33296903]
[26.01476397],[-80.3975603]
[25.57843042],[-80.3384452]
[25.89672049],[-80.33564823]
[26.00738077],[-80.33252922]
[25.6948438],[-80.45651413]
[25.71581094],[-80.3544605]
[25.84305441],[-80.11903046]
[25.56007415],[-80.42146408]
[25.64081416],[-80.44421262]
[26.05309356],[-80.31743011]
[25.60039832],[-80.49189594]
[25.76481069],[-80.25716431]
[25.48070328],[-80.3727444]
[25.90644494],[-80.31515496]
[25.65005549],[-80.37742881]
[25.82344274],[-80.18435162]
[25.78917925],[-80.28820264]
[25.84152108],[-80.31958862]
[25.91869991],[-80.37728393]
[25.8487285],[-80.27382716]
[25.53985579],[-80.43548817]
[25.94467429],[-80.35845521]
[25.73896678],[-80.26038931]
[26.17956745],[-80.26002581]
[25.72534424],[-80.30681773]
[25.886947],[-80.35301246]
[25.68278222],[-80.29866179]
[25.77001419],[-80.36040877]
[25.49093678],[-80.50033602]
[25.66021797],[-80.29716953]
[26.12385514],[-80.23337739]
[25.70771287],[-80.41782092]
[25.6394801],[-80.40971031]
[26.0062019],[-80.28852008]
[25.7969028],[-80.26356409]
[25.77261842],[-80.29541219]
[25.82174255],[-80.12652257]
[25.93488225],[-80.21864336]
[26.00553781],[-80.25368952]
[25.56879798],[-80.44219524]
[25.72777222],[-80.41935604]
[25.4771271],[-80.39352722]
[26.03002616],[-80.20180534]
[26.03969958],[-80.37910152]
[25.69392285],[-80.3731725]
[25.99122667],[-80.33748082]
[25.69494203],[-80.37765384]
[25.63619887],[-80.31742584]
[25.92119241],[-80.24135213]
[25.75287159],[-80.35221259]
[26.01992037],[-80.34730191]
[25.9243979],[-80.30684814]
[25.89049403],[-80.34589608]
[25.47358399],[-80.52498107]
[25.76220265],[-80.36878109]
[25.89246003],[-80.37976405]
[25.70250796],[-80.4166103]
[25.67919986],[-80.46856391]
[25.96778388],[-80.35826363]
[25.67430908],[-80.4721329]
[25.51218192],[-80.49139547]
[25.60062612],[-80.41830989]
[25.76291223],[-80.19855115]
[25.79684055],[-80.2608615]
[25.45302317],[-80.43120107]
[26.03963794],[-80.34077343]
[25.91756208],[-80.37966734]
[26.05738895],[-80.33333308]
[25.73469399],[-80.24822294]
[25.73408085],[-80.36751996]
[25.91042307],[-80.34863852]
[26.10630802],[-80.17888703]
[25.85324687],[-80.29775344]
[25.71031511],[-80.35604094]
[25.67411567],[-80.35588352]
[25.94648194],[-80.3399246]
[25.67033308],[-80.40738997]
[25.75018486],[-80.25441033]
[25.85758617],[-80.3730106]
[25.48025865],[-80.39384837]
[25.93645881],[-80.29880021]
[25.90449511],[-80.32441618]
[25.85894526],[-80.25104651]
[25.6973669],[-80.34323093]
[25.63134913],[-80.31139037]
[25.61095188],[-80.38712269]
[25.82332305],[-80.39611475]
[25.66373756],[-80.2903843]
[25.73105265],[-80.41251969]
[25.68744822],[-80.33545231]
[25.99356366],[-80.34996489]
[26.04805124],[-80.38164487]
[26.06784494],[-80.34694197]
[25.77775402],[-80.19686074]
[25.8263613],[-80.34875673]
[25.89844874],[-80.37878494]
[25.73247407],[-80.37881548]
[26.05862976],[-80.32875389]
[25.69133865],[-80.47107338]
[25.71764001],[-80.4018965]
[25.7474383],[-80.3928129]
[25.91442334],[-80.3587807]
[25.98288943],[-80.19207852]
[25.79151975],[-80.35034534]
[25.71379161],[-80.44013986]
[25.84258957],[-80.32419485]
[26.08817042],[-80.31854242]
[25.74627793],[-80.25947522]
[25.56182871],[-80.38078923]
[25.9649122],[-80.14173316]
[25.62803991],[-80.34951638]
[25.81009196],[-80.39338959]
[25.50584435],[-80.45908978]
[25.75246574],[-80.43051346]
[25.96498543],[-80.28839703]
[25.85008841],[-80.32422215]
[25.70583347],[-80.25394723]
[25.85843713],[-80.27272981]
[25.64033126],[-80.30738785]
[25.88950674],[-80.29960549]
[25.69747575],[-80.25509058]
[25.965257],[-80.33538085]
[25.76034842],[-80.392273]
[25.70002628],[-80.28711008]
[25.80324207],[-80.36980683]
[25.77416939],[-80.25740706]
[25.73246838],[-80.28440871]
[25.79683526],[-80.20614328]
[25.63846574],[-80.33944896]
[25.76104945],[-80.31223635]
[25.74133294],[-80.40351099]
[25.49013873],[-80.46747286]
[25.65103414],[-80.28656367]
[25.50369833],[-80.3936481]
[26.00436973],[-80.22144867]
[25.77996008],[-80.42423058]
[25.51913041],[-80.54495069]
[25.59687797],[-80.47675543]
[26.01175048],[-80.20264066]
[26.08911186],[-80.36276068]
[25.78220927],[-80.29232054]
[25.88549874],[-80.22281039]
[26.01643595],[-80.2008925]
[25.90236992],[-80.34696904]
[25.63682258],[-80.31861691]
[25.54968607],[-80.50935042]
[25.83779841],[-80.37340908]
[26.07574284],[-80.31885211]
[25.82622163],[-80.2688639]
[25.85683278],[-80.21471116]
[25.74709849],[-80.42780791]
[25.74893768],[-80.40996077]
[25.7476468],[-80.4339176]
[25.70421923],[-80.39448716]
[25.47841616],[-80.44307359]
[25.67085938],[-80.44481108]
[25.64576394],[-80.43549915]
[25.61383504],[-80.31026314]
[25.97810571],[-80.30126402]
[25.67391463],[-80.30514797]
[25.75521422],[-80.37495557]
[25.64684526],[-80.42059807]
[25.55383259],[-80.5012227]
[25.51209661],[-80.39057995]
[25.51044398],[-80.39527207]
[26.04858253],[-80.34428565]
[25.83699336],[-80.18867459]
[26.28540351],[-80.20222493]
[25.7576777],[-80.31727691]
[25.72621645],[-80.449228]
[25.87761522],[-80.37841203]
[25.66626805],[-80.46207795]
[25.58005287],[-80.38046147]
[26.08619492],[-80.40054502]
[25.90564713],[-80.33822119]
[26.08165188],[-80.32832333]
[25.75998768],[-80.3253943]
[25.94595744],[-80.29083467]
[26.08735492],[-80.21524646]
[25.69138854],[-80.40391871]
[25.82445911],[-80.3347082]
[25.87087297],[-80.25203865]
[25.80195978],[-80.25157683]
[25.76710385],[-80.4194799]
[25.92892861],[-80.30078878]
[25.75784907],[-80.19705355]
[25.7094528],[-80.36523333]
[25.57233069],[-80.36878921]
[25.97484615],[-80.24342424]
[25.77482347],[-80.37864646]
[25.43826233],[-80.52098043]
[25.59453396],[-80.39450585]
[25.75094845],[-80.3319655]
[25.70289701],[-80.25821153]
[25.80783184],[-80.30400439]
[25.86223085],[-80.35936854]
[26.0254624],[-80.2268147]
[25.67128618],[-80.43925825]
[25.97206553],[-80.28950637]
[25.84046423],[-80.36830959]
[25.78586981],[-80.38079945]
[25.73891209],[-80.4026323]
[25.55999001],[-80.41414081]
[25.84766648],[-80.36601365]
[25.64690659],[-80.4274582]
[25.52581549],[-80.42579146]
[25.9478713],[-80.18159361]
[25.64253809],[-80.42917738]
[25.69966546],[-80.37153464]
[25.79052792],[-80.28848187]
[25.72958347],[-80.28813846]
[25.9087648],[-80.351119]
[25.80326055],[-80.33532009]
[25.6375662],[-80.45766433]
[25.90539871],[-80.28544165]
[25.81156814],[-80.12888292]
[25.69770878],[-80.31144495]
[25.64108678],[-80.44452341]
[25.90894074],[-80.16135763]
[25.58348835],[-80.48657723]
[25.80422224],[-80.2679683]
[26.11397589],[-80.27458199]
[26.03964137],[-80.3318413]
[25.83401458],[-80.25263992]
[25.65772784],[-80.29585992]
[25.65002875],[-80.42149233]
[25.77781496],[-80.21098957]
[25.6373502],[-80.35465358]
[26.0884955],[-80.3693084]
[25.55885458],[-80.39299947]
[25.70274807],[-80.44874329]
[25.44625033],[-80.51844365]
[25.78579862],[-80.20179088]
[25.53575185],[-80.47427713]
[26.08826073],[-80.40369383]
[25.58309465],[-80.47651901]
[25.84643219],[-80.18630344]
[25.6762958],[-80.37369458]
[25.99152374],[-80.37335464]
[25.75989073],[-80.39319056]
[25.8447695],[-80.34280279]
[26.01264383],[-80.37329389]
[25.7873129],[-80.28771834]
[25.70794107],[-80.26307734]
[25.87922355],[-80.25342358]
[25.76166006],[-80.3823914]
[25.92530613],[-80.36468931]
[25.7749098],[-80.43278409]
[25.69195166],[-80.41165358]
[25.95498077],[-80.31439706]
[25.69177711],[-80.34614155]
[25.73747754],[-80.25190521]
[25.72962092],[-80.40731717]
[25.68414743],[-80.31401009]
[25.64499706],[-80.41376721]
[25.64693729],[-80.32867036]
[25.71752081],[-80.2647175]
[25.66924507],[-80.35500295]
[25.71855401],[-80.4295182]
[25.56069166],[-80.39566029]
[25.88325094],[-80.39347916]
[25.65143963],[-80.41031686]
[26.05277627],[-80.29926112]
[25.80826766],[-80.34731454]
[25.75095987],[-80.43395261]
[25.61467589],[-80.34242549]
[25.96180854],[-80.35153641]
[25.62709883],[-80.39681403]
[25.65561758],[-80.38317635]
[25.57123271],[-80.3701874]
[25.80109147],[-80.39160328]
[25.55311015],[-80.51400581]
[25.83349397],[-80.26927445]
[25.4719647],[-80.40325963]
[25.55013669],[-80.35814767]
[25.85268348],[-80.31679486]
[26.0292156],[-80.28198198]
[25.70285396],[-80.41722189]
[25.67945496],[-80.3118918]
[26.04509814],[-80.1758722]
[25.57340438],[-80.38437142]
[25.92672056],[-80.31733171]
[25.8180924],[-80.2040408]
[25.51807682],[-80.5319595]
[25.71501134],[-80.42151396]
[25.76490707],[-80.29839513]
[25.96398313],[-80.24447778]
[25.83531659],[-80.19025656]
[25.74448175],[-80.40763994]
[25.73096942],[-80.35764128]
[25.8777007],[-80.39618099]
[25.64593711],[-80.28812693]
[25.53370721],[-80.43341758]
[25.8009269],[-80.28876765]
[25.74546553],[-80.38823304]
[25.59961882],[-80.3993753]
[25.54274402],[-80.35578933]
[25.69895031],[-80.46579453]
[25.87986768],[-80.38927622]
[25.95767322],[-80.20579246]
[25.95344655],[-80.36301341]
[25.56980353],[-80.38668446]
[25.67801353],[-80.40152626]
[25.78956134],[-80.30250866]
[25.71210806],[-80.44275567]
[25.78600781],[-80.41172516]
[25.75644466],[-80.23517317]
[25.95017099],[-80.35643026]
[25.57429392],[-80.39309565]
[26.16805737],[-80.20969422]
[25.73518297],[-80.42013826]
[26.08930507],[-80.20879244]
[25.83781124],[-80.32933608]
[25.77432004],[-80.26929136]
[25.68960049],[-80.28137234]
[25.61665663],[-80.50996943]
[26.13148054],[-80.30782026]
[26.00412232],[-80.39499788]
[25.90043656],[-80.36129128]
[25.75537504],[-80.42967614]
[25.79255847],[-80.27113003]
[25.82850227],[-80.32400527]
[25.72948067],[-80.23655227]
[25.64360655],[-80.33990207]
[26.08141333],[-80.3122051]
[25.98658355],[-80.18023962]
[25.68516033],[-80.32067798]
[25.63239869],[-80.32856621]
[25.83048414],[-80.32329327]
[25.7482573],[-80.39568984]
[25.86962406],[-80.24701545]
[25.8466744],[-80.34832739]
[26.05077889],[-80.26851362]
[25.90245903],[-80.18738836]
[25.80781393],[-80.27343372]
[26.03019059],[-80.33988126]
[25.78418519],[-80.19080665]
[25.60279406],[-80.42978266]
[25.5293349],[-80.45849299]
[25.70681734],[-80.26468866]
[25.99979383],[-80.34276101]
[25.68807628],[-80.4445597]
[25.76434027],[-80.34584987]
[25.99250872],[-80.28906051]
[26.01541104],[-80.32832119]
[25.75624298],[-80.41659794]
[26.04743324],[-80.36723095]
[25.82282121],[-80.34336797]
[26.06822194],[-80.27130836]
[25.77923805],[-80.30749651]
[25.85151015],[-80.19888069]
[25.5244119],[-80.4312255]
[25.73140137],[-80.43991782]
[26.02928719],[-80.30685422]
[25.77033741],[-80.26757516]
[25.69725224],[-80.28388313]
[25.65484449],[-80.38561282]
[25.76307811],[-80.42610685]
[25.55972664],[-80.43988435]
[25.80508704],[-80.36718811]
[26.01812779],[-80.38627813]
[25.79352603],[-80.3554443]
[25.80494145],[-80.30535227]
[26.00427872],[-80.1817005]
[25.73792186],[-80.39632681]
[25.91304787],[-80.21283195]
[25.68084101],[-80.30088307]
[26.10954776],[-80.37875927]
[25.63222223],[-80.42757961]
[25.75584002],[-80.36957027]
[25.7787002],[-80.38057014]
[26.09792621],[-80.38015804]
[26.11329359],[-80.30423374]
[25.66692003],[-80.47512137]
[25.8028806],[-80.23190195]
[25.72522296],[-80.31783201]
[25.69294506],[-80.29781389]
[25.68781546],[-80.31964959]
[25.76066971],[-80.34544836]
[25.58947355],[-80.47377934]
[25.49000909],[-80.39181026]
[25.58954416],[-80.44624512]
[25.85062571],[-80.37283734]
[26.00299554],[-80.1822707]
[25.50123672],[-80.38700345]
[25.67593742],[-80.29903425]
[25.53552082],[-80.36980351]
[25.72438475],[-80.43315947]
[25.75707942],[-80.38087757]
[25.61253742],[-80.46573492]
[25.84352002],[-80.36452488]
[25.7503459],[-80.34655682]
[25.58096937],[-80.48007555]
[26.01388155],[-80.26721401]
[25.79271652],[-80.29912002]
[25.83938368],[-80.31561738]
[25.61099144],[-80.43747449]
[25.74476319],[-80.3956053]
[25.65962055],[-80.34997843]
[25.70461578],[-80.43288537]
[25.74292284],[-80.33122668]
[25.81068326],[-80.36012263]
[25.80782126],[-80.28358217]
[25.80178297],[-80.269793]
[25.79451967],[-80.21777741]
[25.75850218],[-80.36485001]
[25.4970103],[-80.37761972]
[25.64580766],[-80.40955057]
[25.72156683],[-80.29025652]
[25.80664231],[-80.3283641]
[25.64477627],[-80.30534773]
[25.58170076],[-80.403344]
[25.55787919],[-80.39150937]
[25.45746398],[-80.54699778]
[25.6900732],[-80.44366845]
[26.1709384],[-80.19634935]
[25.7211031],[-80.46471428]
[25.84782063],[-80.31492957]
[25.96688723],[-80.23247978]
[25.76489259],[-80.25285851]
[25.70779849],[-80.45969038]
[26.05989098],[-80.23317479]
[25.64844868],[-80.40351755]
[25.52300726],[-80.50524111]
[25.73031388],[-80.38673047]
[25.71134739],[-80.39534255]
[25.60330656],[-80.39668772]
[26.25337507],[-80.27899882]
[25.50415592],[-80.36996653]
[26.08611961],[-80.28752611]
[25.66429916],[-80.29683629]
[25.80660079],[-80.23224332]
[25.76277833],[-80.23684202]
[25.78710695],[-80.39364038]
[25.58543716],[-80.35972632]
[25.89922654],[-80.25421284]
[26.03789217],[-80.37754779]
[25.70956861],[-80.43098898]
[25.81562173],[-80.32441868]
[25.44067441],[-80.50209738]
[25.83160348],[-80.21950172]
[25.87089497],[-80.22191563]
[25.57464479],[-80.39976218]
[25.98084044],[-80.21314797]
[25.95831908],[-80.25450585]
[25.94834909],[-80.36385432]
[25.84885239],[-80.33737897]
[25.59408063],[-80.4535981]
[25.86592756],[-80.19014803]
[25.84124394],[-80.28569419]
[25.99913094],[-80.30799827]
[25.95796941],[-80.28802912]
[25.61625881],[-80.36873271]
[25.83480364],[-80.39486568]
[25.67000493],[-80.43522334]
[25.94358417],[-80.35461427]
[25.84182289],[-80.32431651]
[25.54311687],[-80.47712689]
[25.43368142],[-80.51760657]
[25.48426653],[-80.44089511]
[25.8057926],[-80.23701113]
[25.8030738],[-80.29013665]
[25.95025591],[-80.28661856]
[25.86804938],[-80.35315942]
[25.6104477],[-80.33856621]
[25.91618788],[-80.19947921]
[25.55129399],[-80.36912565]
[25.99995235],[-80.28016825]
[25.89825152],[-80.3813121]
[25.75473389],[-80.39902043]
[25.78152354],[-80.3085861]
[26.02221006],[-80.30695129]
[25.62950297],[-80.34315338]
[26.09462937],[-80.3317826]
[25.84986798],[-80.37268999]
[25.69607166],[-80.37025323]
[25.98267272],[-80.33952595]
[25.57354869],[-80.35485034]
[25.93105667],[-80.27260348]
[25.67520328],[-80.34677023]
[25.95604128],[-80.35315562]
[25.78684975],[-80.30163693]
[25.754716],[-80.2513012]
[25.69360036],[-80.37010338]
[25.54674829],[-80.35264017]
[25.82877928],[-80.25774863]
[26.24101806],[-80.17685861]
[25.44838103],[-80.50148685]
[25.85925281],[-80.1744689]
[25.5792248],[-80.45163765]
[25.82644637],[-80.3857296]
[25.90003942],[-80.3642099]
[25.95126325],[-80.32146981]
[25.76528266],[-80.35839417]
[25.91879946],[-80.15452078]
[25.7018274],[-80.4246169]
[25.80175659],[-80.34295488]
[25.68213738],[-80.41451652]
[25.79248274],[-80.32111005]
[25.67262103],[-80.4262438]
[25.8211069],[-80.34250878]
[25.97753849],[-80.37914179]
[26.02283409],[-80.37211222]
[25.5456579],[-80.38071966]
[25.61349499],[-80.4740212]
[25.73736838],[-80.29783976]
[25.60853756],[-80.34103388]
[26.04851869],[-80.18143637]
[25.99331212],[-80.37038806]
[26.06122088],[-80.20667188]
[25.68754093],[-80.33243857]
[25.89893299],[-80.1788505]
[25.70581663],[-80.30787549]
[25.76223353],[-80.26205923]
[25.70230365],[-80.3028706]
[25.82876105],[-80.23506278]
[25.90368375],[-80.33694457]
[25.51492163],[-80.41868311]
[25.46892592],[-80.39143313]
[25.71037204],[-80.40358047]
[25.93299809],[-80.31249091]
[25.89332318],[-80.32536603]
[26.25935866],[-80.25766125]
[25.50983399],[-80.46953681]
[25.90334664],[-80.35782177]
[25.45078972],[-80.47240736]
[25.55384543],[-80.44392232]
[26.09038627],[-80.39753916]
[25.73242372],[-80.46387164]
[25.80671592],[-80.30235046]
[25.63950314],[-80.43906291]
[25.5746189],[-80.37979465]
[25.69034176],[-80.3445818]
[25.87923334],[-80.17500599]
[25.99660127],[-80.35446677]
[25.85305247],[-80.24049]
[25.60266297],[-80.47971775]
[25.76017107],[-80.29519237]
[26.092897],[-80.28508878]
[25.50465753],[-80.3891741]
[25.84836808],[-80.24266455]
[25.86403772],[-80.37748847]
[25.59475985],[-80.35175745]
[25.79907274],[-80.18665821]
[25.75044681],[-80.44994479]
[25.55217761],[-80.49971654]
[25.73475675],[-80.42201674]
[25.69468481],[-80.29219193]
[25.80651525],[-80.25966105]
[25.6849811],[-80.39453402]
[25.89937897],[-80.16941524]
[26.09541664],[-80.310645]
[25.72060623],[-80.31984932]
[25.74901191],[-80.355536]
[25.6938162],[-80.27413435]
[25.93365416],[-80.22861227]
[25.57817245],[-80.4532282]
[26.05420617],[-80.3797926]
[26.01865522],[-80.2201975]
[26.09093155],[-80.16858308]
[25.74397123],[-80.26434899]
[25.98921592],[-80.33389458]
[25.81462121],[-80.37073989]
[25.88678715],[-80.16404314]
[25.47754986],[-80.39752048]
[25.82183863],[-80.31137306]
[25.83672746],[-80.27523187]
[25.8342719],[-80.18416392]
[25.6215877],[-80.39790755]
[25.7463846],[-80.31921792]
[26.14193759],[-80.2022227]
[25.72738685],[-80.31912422]
[25.88883733],[-80.3827083]
[25.91270147],[-80.2100913]
[25.74485128],[-80.33787145]
[25.81939665],[-80.19906704]
[25.94025807],[-80.29966491]
[25.64909474],[-80.28940707]
[25.68044321],[-80.36275552]
[25.86427856],[-80.31069034]
[25.96912389],[-80.30898973]
[25.96478375],[-80.3506326]
[25.97663123],[-80.37442973]
[26.06454827],[-80.38905012]
[25.66525654],[-80.32779323]
[25.84099097],[-80.39648467]
[25.53035363],[-80.35329095]
[25.84399061],[-80.26065524]
[25.55770582],[-80.38303507]
[25.85286387],[-80.3047388]
[25.93655265],[-80.33417131]
[26.02047267],[-80.22310929]
[26.06212745],[-80.39123418]
[25.88258646],[-80.16960005]
[26.00023288],[-80.26785201]
[25.78822945],[-80.28739105]
[25.88844207],[-80.18733014]
[25.89918885],[-80.12476868]
[25.71921415],[-80.45226671]
[25.73533578],[-80.37079784]
[25.59352127],[-80.51114669]
[25.81027753],[-80.20570035]
[25.91509746],[-80.26470786]
[25.74651635],[-80.30701693]
[25.92174767],[-80.16643927]
[25.72864683],[-80.35517094]
[26.00250857],[-80.23144916]
[25.98251115],[-80.29536069]
[25.46785839],[-80.46458999]
[26.01840505],[-80.23635978]
[25.72300507],[-80.31351543]
[25.67200719],[-80.44002538]
[25.76803718],[-80.28369132]
[25.69467233],[-80.45320741]
[25.68357607],[-80.39680889]
[25.73734736],[-80.33303143]
[25.67198294],[-80.44605707]
[25.52192469],[-80.46321417]
[25.71157595],[-80.39273189]
[25.79012148],[-80.33398887]
[25.74137673],[-80.30854749]
[25.7633503],[-80.294442]
[25.77308589],[-80.33720924]
[25.57099578],[-80.36781052]
[25.83362083],[-80.21775761]
[25.67045049],[-80.4074574]
[25.92484895],[-80.34657022]
[25.93484074],[-80.35117714]
[25.75778256],[-80.32147439]
[25.59672587],[-80.43690145]
[25.87925382],[-80.39175022]
[25.76743956],[-80.24146081]
[25.5776596],[-80.33999159]
[25.95235499],[-80.32942239]
[25.90180104],[-80.38785928]
[25.83410526],[-80.33168258]
[25.59491369],[-80.35686368]
[25.65504421],[-80.34883787]
[25.92911081],[-80.20491521]
[25.48738497],[-80.44085864]
[25.82781139],[-80.21027422]
[25.6720617],[-80.41849389]
[25.90095338],[-80.28797949]
[26.00970596],[-80.19378364]
[26.03095364],[-80.35919299]
[25.68523629],[-80.37532705]
[25.52664533],[-80.37986951]
[25.73432391],[-80.38664787]
[25.68186039],[-80.42716722]
[25.75213079],[-80.43579424]
[25.72204444],[-80.41297351]
[25.6163398],[-80.39428566]
[25.89819825],[-80.38293388]
[26.05882177],[-80.23706164]
[25.68510711],[-80.28467111]
[25.99076453],[-80.27796988]
[25.98263508],[-80.19297177]
[25.97204108],[-80.18064855]
[25.56042505],[-80.47685937]
[25.77904363],[-80.4128197]
[25.77076053],[-80.42501654]
[25.66197254],[-80.33118983]
[25.54398505],[-80.42371213]
[25.54332309],[-80.52029432]
[25.69642776],[-80.3813186]
[25.98198986],[-80.2335649]
[25.83025786],[-80.26956446]
[25.71142421],[-80.3535013]
[25.89481289],[-80.3239539]
[25.77843965],[-80.2998369]
[25.64347563],[-80.33229885]
[25.78875538],[-80.371561]
[25.78261767],[-80.33896608]
[25.87516976],[-80.37145541]
[25.74780327],[-80.22991761]
[25.89597666],[-80.35001344]
[25.9566791],[-80.20655175]
[25.94789079],[-80.27072283]
[25.67368521],[-80.35859693]
[25.54222103],[-80.38082765]
[25.59247536],[-80.37075747]
[25.83449627],[-80.38588243]
[25.57300998],[-80.39494412]
[25.78584188],[-80.40154754]
[25.76844766],[-80.32359075]
[25.51945861],[-80.54621546]
[25.82333136],[-80.30766855]
[25.48446373],[-80.48481737]
[25.76524892],[-80.31840213]
[25.93825622],[-80.23959208]
[25.80404078],[-80.24341119]
[25.88284179],[-80.32093093]
[25.85755712],[-80.21590884]
[25.96421698],[-80.34110623]
[25.52720397],[-80.53763626]
[25.76903744],[-80.29659215]
[25.67922604],[-80.43029469]
[25.81100495],[-80.36278513]
[25.72031648],[-80.31045113]
[25.90852299],[-80.33147529]
[25.86490373],[-80.11961223]
[25.97056293],[-80.23787855]
[25.96609915],[-80.30833019]
[25.63756177],[-80.41660932]
[25.64704437],[-80.32665411]
[25.88845847],[-80.39315155]
[25.54548325],[-80.47705141]
[26.09537386],[-80.33056499]
[25.55836591],[-80.37453217]
[25.76755147],[-80.29100558]
[25.57886053],[-80.44718016]
[25.98817883],[-80.27700124]
[25.87133491],[-80.29568781]
[25.77569516],[-80.26353631]
[25.77899887],[-80.26642359]
[25.58296604],[-80.33352457]
[25.75209511],[-80.27857483]
[25.63053399],[-80.37271095]
[25.75104542],[-80.28672016]
[25.93615269],[-80.27839375]
[25.66632277],[-80.30046803]
[25.71028631],[-80.40266457]
[25.71606973],[-80.34564522]
[25.56151499],[-80.33215451]
[26.01947116],[-80.12649502]
[25.66918191],[-80.35861308]
[25.59735625],[-80.4471577]
[25.88974293],[-80.2245902]
[25.78390824],[-80.29521014]
[26.05312912],[-80.37350729]
[25.76156354],[-80.27138068]
[25.55817882],[-80.42575341]
[25.88167144],[-80.27082805]
[25.70721985],[-80.35676771]
[25.78671665],[-80.28130151]
[25.61232994],[-80.38770835]
[25.82673013],[-80.28145276]
[25.72692235],[-80.39486297]
[25.65582261],[-80.42060147]
[25.65746663],[-80.40502654]
[25.96610492],[-80.30871816]
[25.83623624],[-80.35734701]
[25.85734875],[-80.32768379]
[25.70856613],[-80.33578618]
[25.75976577],[-80.19591165]
[25.65860712],[-80.31130042]
[25.94155503],[-80.35820117]
[25.53055138],[-80.39969093]
[25.57188442],[-80.44232271]
[26.03206707],[-80.21464008]
[25.63857731],[-80.29753846]
[25.97397142],[-80.21669122]
[25.90235071],[-80.29510114]
[25.64604362],[-80.44836893]
[25.56233478],[-80.38487938]
[25.59473392],[-80.35900024]
[25.58817285],[-80.3263342]
[25.71030171],[-80.30108349]
[26.01281248],[-80.2951357]
[25.71491474],[-80.35561652]
[25.79115625],[-80.31543014]
[25.47786845],[-80.45546114]
[25.49957876],[-80.47417124]
[25.97681529],[-80.3204275]
[25.71763754],[-80.44644021]
[25.65887927],[-80.38501626]
[25.61210918],[-80.45203509]
[25.84331836],[-80.38871202]
[26.07321565],[-80.15395811]
[25.94458833],[-80.30120375]
[25.78732597],[-80.2058182]
[25.75597057],[-80.30954818]
[25.78708967],[-80.29212335]
[25.88491763],[-80.28233086]
[25.58264416],[-80.4257832]
[25.93346823],[-80.37608793]
[25.84365502],[-80.32012034]
[26.16617998],[-80.28447519]
[25.85566114],[-80.23267762]
[26.07171779],[-80.40446055]
[25.66462127],[-80.30312764]
[25.7498373],[-80.45027377]
[25.60972913],[-80.46638369]
[25.93006089],[-80.23406204]
[25.88024891],[-80.35617397]
[25.87668647],[-80.2389862]
[25.76589455],[-80.26235618]
[25.9818346],[-80.19670125]
[25.55127028],[-80.48745559]
[26.20303453],[-80.25802879]
